reactionID,predictions
64,3.1.6;2.8.2;3.1.4;1.8.2
65,7.2.2;7.5.2;7.6.2;3.6.3
66,1.3.99;1.3.8;1.3.5;1.3.1
67,2.3.1;3.1.2;3.1.1;2.8.3
68,1.1.1;1.3.1;1.8.1;1.16.1
69,7.2.2;3.5.2;3.6.5;3.6.3
70,3.6.1;3.1.3;3.6.5;2.4.2
71,1.1.1;1.3.1;1.8.1;1.16.1
72,5.1.3;3.2.1;5.3.1;2.4.1
73,2.7.7;2.4.2;6.2.1;6.3.4
74,5.4.99;2.1.1;3.2.1;5.1.3
75,1.14.14;4.99.1;5.4.4;1.14.13
76,1.1.5;1.1.99;1.1.3;1.1.2
77,1.8.1;1.16.1;1.7.1;1.7.2
78,6.4.1;1.13.99;2.7.2;1.13.11
79,1.8.4;2.7.9;2.4.2;2.4.99
80,1.6.3;1.14.13;1.14.11;1.14.18
81,1.1.1;1.3.1;1.8.1;1.16.1
82,1.7.7;1.7.2;1.7.3;2.7.2
83,1.14.14;4.99.1;5.4.4;1.14.13
84,2.1.3;6.3.4;2.8.3;2.7.2
85,4.2.1;4.4.1;1.14.14;5.4.4
86,2.3.1;3.1.1;3.1.2;1.1.1
87,3.1.1;3.2.2;2.8.3;2.3.1
88,1.13.11;1.14.12;7.2.2;1.7.3
89,1.3.1;1.1.1;1.8.1;1.5.1
90,6.2.1;2.3.1;2.7.8;2.7.7
91,4.1.1;2.7.11;1.13.12;1.1.1
92,5.4.4;-;3.1.1;2.3.1
93,3.6.3;3.A.1;7.6.2;7.4.2
94,1.8.1;2.5.1;1.3.1;1.1.1
95,2.5.1;2.4.2;5.3.99;2.7.7
96,2.3.1;4.2.1;3.1.1;4.4.1
97,7.2.2;7.5.2;3.6.3;7.6.2
98,4.4.1;4.1.1;2.5.1;4.2.1
99,7.5.2;2.7.1;2.7.4;3.6.1
100,1.7.1;1.6.2;1.7.99;1.17.3
101,1.1.1;1.3.1;1.16.1;1.8.1
102,2.6.1;4.2.1;4.4.1;3.5.1
103,1.13.12;1.7.3;1.14.13;1.6.3
104,2.5.1;5.3.99;4.4.1;2.2.1
105,2.1.1;2.3.3;2.5.1;5.3.3
106,4.4.1;4.99.1;2.5.1;1.14.13
107,7.2.2;3.6.3;7.5.2;3.A.1
108,1.3.1;1.1.1;1.5.1;1.3.99
109,1.14.14;4.99.1;1.13.12;1.14.13
110,1.1.1;1.3.1;1.5.1;1.8.1
111,4.1.3;4.1.1;2.3.1;2.3.3
112,2.5.1;5.3.99;4.4.1;2.2.1
113,1.14.13;1.7.1;1.1.1;1.6.2
114,1.1.1;1.3.1;1.8.1;1.16.1
115,2.7.8;2.7.1;2.4.2;6.2.1
116,2.7.8;2.4.2;2.7.7;2.3.1
117,3.1.7;5.4.4;4.2.3;4.99.1
118,7.5.2;3.6.3;3.A.1;7.6.2
119,1.1.1;2.7.1;1.3.1;2.3.1
120,2.3.1;1.1.1;1.3.1;3.1.1
121,2.3.1;3.1.1;1.1.1;3.1.2
122,2.3.1;-;4.2.1;4.4.1
123,3.1.3;3.6.1;3.1.7;4.2.3
124,3.2.2;4.3.3;4.2.2;3.5.1
125,1.8.2;1.7.2;1.11.1;1.8.3
126,2.4.1;2.4.2;2.7.8;3.6.1
127,1.5.1;1.3.1;1.1.1;1.14.13
128,3.1.2;2.3.1;2.8.3;3.1.1
129,1.14.19;1.6.3;1.14.13;7.6.2
130,2.1.1;2.3.3;2.3.1;2.5.1
131,2.1.1;2.5.1;2.3.3;4.4.1
132,2.1.3;6.3.4;2.8.3;6.4.1
133,1.8.1;1.16.1;1.7.2;1.7.1
134,2.5.1;4.4.1;4.1.1;5.3.99
135,2.1.1;2.5.1;2.3.3;4.4.1
136,2.1.1;2.3.3;2.3.1;2.5.1
137,1.6.3;1.14.99;1.7.3;1.13.11
138,1.13.11;1.2.3;1.13.12;1.17.3
139,4.1.1;3.7.1;1.13.11;2.7.8
140,4.2.3;5.5.1;3.1.7;3.1.3
141,1.1.3;1.2.3;1.21.3;1.13.11
142,1.14.15;1.17.7;1.8.7;1.3.7
143,1.6.2;1.5.1;1.18.1;1.12.1
144,2.4.1;2.4.2;5.1.3;2.7.7
145,4.4.1;2.5.1;1.8.3;4.1.99
146,4.2.3;5.5.1;2.5.1;3.1.7
147,4.2.1;4.4.1;1.14.14;5.4.4
148,3.1.3;3.6.1;3.1.7;4.2.3
149,4.1.1;6.1.1;2.7.8;2.5.1
150,1.13.11;3.3.2;1.13.99;1.14.99
151,1.8.1;1.3.1;1.1.1;1.16.1
152,2.7.7;2.4.2;2.7.1;2.4.1
153,1.1.1;1.3.1;1.2.1;1.8.1
154,2.1.1;2.5.1;4.4.1;2.3.3
155,2.7.11;2.7.1;2.7.3;2.7.6
156,3.5.1;3.4.19;3.1.1;3.2.2
157,1.8.1;1.16.1;1.7.1;1.3.1
158,3.1.1;2.3.1;6.1.1;2.3.2
159,1.1.1;1.3.1;1.8.1;2.3.1
160,2.3.1;3.1.2;2.8.3;3.1.1
161,5.2.1;5.1.2;-;3.4.16
162,1.14.14;4.99.1;5.4.4;1.14.13
163,1.16.1;1.8.1;1.1.1;1.3.1
164,7.5.2;7.6.2;3.6.3;3.A.1
165,2.1.1;2.5.1;2.3.3;2.7.1
166,2.1.1;2.5.1;2.3.3;4.4.1
167,1.1.1;1.3.1;1.8.1;1.16.1
168,5.5.1;5.3.3;4.2.3;5.4.99
169,1.14.14;4.99.1;5.4.4;1.14.13
170,4.1.1;2.7.11;2.7.8;3.7.1
171,2.1.1;2.5.1;2.3.3;4.4.1
172,4.1.2;4.2.1;5.4.4;4.4.1
173,2.4.1;2.4.2;3.6.1;3.1.3
174,1.14.14;4.99.1;5.4.4;1.14.13
175,5.1.3;5.3.1;3.2.1;2.4.1
176,4.4.1;1.11.1;1.8.1;1.14.13
177,1.8.1;1.16.1;1.8.4;1.7.2
178,1.3.1;1.5.1;1.1.1;1.8.1
179,1.13.11;1.13.99;1.14.99;3.1.6
180,1.14.15;1.14.13;1.17.7;1.8.7
181,2.5.1;5.5.1;4.1.1;4.4.1
182,2.3.1;3.1.1;1.1.1;3.1.2
183,3.2.2;2.4.99;6.3.5;2.4.2
184,2.3.1;6.2.1;4.1.1;2.7.8
185,1.13.11;1.2.3;2.3.1;1.1.3
186,4.1.1;2.3.1;1.2.4;4.4.1
187,7.6.2;6.3.4;3.6.3;6.2.1
188,1.14.14;4.99.1;5.4.4;1.14.13
189,2.7.7;2.4.2;2.7.1;2.7.9
190,2.7.3;3.9.1;3.6.1;2.7.6
191,1.1.1;1.3.1;1.8.1;1.7.1
192,1.14.99;1.6.3;1.13.11;1.14.19
193,3.2.1;3.5.3;3.2.2;3.1.1
194,3.1.1;2.3.1;3.1.2;3.5.1
195,1.7.1;1.17.3;1.6.3;1.7.2
196,2.4.2;2.5.1;4.1.3;2.2.1
197,1.16.1;1.8.1;1.1.1;1.3.1
198,2.4.2;1.3.1;2.4.1;3.6.1
199,1.1.1;1.3.1;1.8.1;1.16.1
200,3.5.2;3.1.1;3.5.1;3.2.2
201,2.3.1;2.3.2;2.8.3;3.1.1
202,5.3.1;4.2.1;4.1.2;1.1.99
203,4.1.99;4.4.1;4.5.1;4.99.1
204,2.5.1;5.3.99;4.4.1;5.3.3
205,2.1.1;2.5.1;2.3.3;4.4.1
206,1.1.1;1.8.1;1.3.1;1.16.1
207,2.6.1;5.3.1;2.3.1;2.7.2
208,2.7.4;7.5.2;2.7.1;7.6.2
209,2.1.1;2.5.1;2.3.3;4.4.1
210,4.4.1;4.2.1;5.3.3;5.4.99
211,3.6.1;3.1.3;2.7.1;3.1.7
212,1.13.11;3.3.2;1.14.99;1.2.1
213,1.7.1;1.1.1;1.3.1;1.16.1
214,1.14.14;4.99.1;5.4.4;1.14.13
215,1.7.1;1.6.2;1.17.3;1.5.1
216,1.8.4;1.16.1;1.8.1;1.11.1
217,4.2.1;4.4.1;5.4.4;1.14.14
218,1.8.1;1.16.1;1.7.2;1.7.1
219,1.14.13;1.6.3;5.4.4;1.14.14
220,5.1.1;5.1.2;3.4.17;5.2.1
221,1.14.15;1.17.7;1.8.7;1.7.7
222,1.14.13;1.1.1;1.6.3;1.3.1
223,3.6.1;3.1.3;3.6.5;2.7.1
224,2.1.1;2.5.1;4.4.1;2.3.3
225,2.1.1;2.5.1;2.3.3;4.4.1
226,3.1.3;3.6.1;5.4.2;3.1.4
227,6.4.1;4.1.1;7.6.2;6.3.4
228,3.1.4;3.6.1;3.1.3;5.4.2
229,7.5.2;7.6.2;3.6.3;3.A.1
230,2.3.1;3.1.1;3.1.2;2.8.3
231,1.14.15;1.2.7;1.8.7;1.17.7
232,1.3.1;1.5.1;1.3.99;1.1.1
233,1.16.1;1.8.1;1.8.4;1.1.1
234,5.4.2;3.2.1;5.4.1;3.2.2
235,2.7.3;3.9.1;3.6.1;3.1.3
236,1.8.1;1.16.1;1.1.1;1.6.2
237,3.6.1;3.1.3;2.4.2;5.4.2
238,3.2.1;4.2.2;3.2.2;4.3.3
239,2.4.1;5.1.3;3.2.1;2.4.2
240,2.1.1;2.5.1;4.4.1;5.3.3
241,5.4.99;5.5.1;4.2.3;3.1.7
242,6.2.1;6.3.2;6.3.4;2.7.7
243,2.4.99;3.2.2;2.4.1;2.8.2
244,2.7.7;2.4.2;6.1.1;2.4.1
245,1.7.1;1.6.2;1.1.1;1.8.1
246,5.4.99;5.4.3;5.3.1;3.5.99
247,1.14.14;4.99.1;5.4.4;1.14.13
248,2.3.1;3.2.1;3.1.2;3.1.1
249,2.5.1;5.3.99;2.2.1;4.4.1
250,7.6.2;3.6.3;3.A.1;7.4.2
251,3.6.1;3.1.3;7.6.2;3.6.5
252,1.3.1;1.1.1;1.8.1;2.3.1
253,1.11.1;1.1.1;1.3.1;4.99.1
254,1.6.3;1.14.13;1.14.18;1.10.3
255,1.16.1;1.7.1;1.7.2;1.6.2
256,2.1.1;2.3.3;2.5.1;5.3.3
257,2.4.2;3.2.2;3.5.4;2.9.1
258,2.4.1;2.4.2;3.2.1;4.2.2
259,1.8.1;1.1.1;1.16.1;1.3.1
260,1.4.3;1.13.12;1.5.3;1.17.3
261,2.1.1;2.5.1;2.3.1;2.3.3
262,2.7.4;2.7.1;2.7.2;7.5.2
263,1.13.11;1.6.3;1.14.13;4.1.1
264,1.8.1;1.1.1;1.3.1;1.16.1
265,1.7.7;1.8.7;1.17.7;1.14.15
266,2.6.1;5.1.1;1.4.99;3.5.1
267,1.8.1;1.16.1;1.1.1;1.11.1
268,1.14.99;1.13.11;1.6.3;1.14.13
269,1.21.3;1.1.3;5.5.1;4.1.99
270,1.14.11;4.1.1;4.1.3;3.7.1
271,2.4.1;2.4.2;3.6.1;5.1.3
272,-;1.14.13;3.1.1;1.1.1
273,3.5.2;3.5.1;3.2.2;3.4.19
274,2.3.1;6.2.1;2.7.1;2.7.8
275,2.5.1;5.3.99;4.4.1;2.2.1
276,7.5.2;7.2.2;7.6.2;3.6.3
277,1.11.1;1.8.1;1.7.1;1.6.3
278,1.14.18;1.6.3;1.10.3;1.1.3
279,1.6.3;1.17.3;1.7.1;1.13.11
280,1.1.1;1.3.1;1.8.1;1.2.1
281,2.4.1;2.4.2;2.7.1;2.7.8
282,2.4.1;4.2.2;3.2.1;3.1.3
283,4.2.3;5.5.1;3.1.7;3.1.3
284,4.1.3;2.3.3;4.1.2;2.2.1
285,4.4.1;4.2.1;5.4.4;1.14.14
286,3.1.7;3.1.3;3.6.1;3.1.6
287,4.99.1;1.11.1;4.4.1;1.14.14
288,1.8.1;1.1.1;1.3.1;1.16.1
289,1.16.1;1.8.1;1.11.1;1.1.1
290,2.1.1;2.5.1;2.3.3;4.4.1
291,2.1.1;2.5.1;4.4.1;2.3.3
292,2.7.7;2.4.2;6.2.1;3.6.1
293,1.13.11;1.6.3;1.13.12;1.14.99
294,3.2.1;2.4.1;3.6.1;3.1.3
295,2.7.7;2.4.2;6.1.1;6.5.1
296,2.3.1;3.1.2;3.1.1;4.4.1
297,1.8.1;1.16.1;1.1.1;1.7.1
298,2.3.1;1.7.2;1.1.2;5.1.99
299,5.1.99;5.1.3;5.2.1;3.5.3
300,4.99.1;1.5.99;2.1.1;1.13.12
301,2.4.2;2.4.1;2.7.7;6.1.1
302,7.2.2;3.6.3;3.A.1;1.7.7
303,6.3.2;2.5.1;2.1.1;2.7.1
304,1.8.1;1.16.1;1.1.1;1.11.1
305,3.1.7;4.2.3;3.6.1;3.1.3
306,1.97.1;1.7.3;1.7.2;4.2.2
307,4.4.1;4.2.1;5.4.4;1.14.14
308,4.1.99;4.4.1;4.3.1;4.1.1
309,1.6.3;1.14.18;1.1.3;1.14.13
310,1.11.1;1.16.1;1.11.2;1.8.1
311,2.7.2;2.3.1;1.2.1;6.2.1
312,3.1.1;2.3.1;3.1.2;3.7.1
313,1.11.1;1.16.1;1.8.1;1.1.1
314,7.5.2;3.6.3;3.A.1;7.6.2
315,2.4.1;2.4.2;3.2.1;4.2.2
316,2.7.7;2.4.2;3.6.1;3.6.5
317,1.97.1;1.7.7;1.17.7;1.7.2
318,3.6.1;3.1.3;2.4.2;2.7.7
319,3.5.2;1.3.3;3.4.19;3.5.1
320,2.3.1;2.8.3;3.1.2;3.1.1
321,3.2.1;5.1.3;2.4.1;3.1.2
322,2.3.1;3.1.1;3.1.2;1.1.1
323,2.7.3;2.7.1;3.9.1;2.7.2
324,2.3.1;3.1.1;1.1.1;1.3.1
325,2.7.1;3.1.3;3.6.1;1.1.1
326,3.2.1;5.4.1;5.1.3;2.4.1
327,7.5.2;2.7.4;2.7.9;7.6.2
328,1.1.1;1.3.1;1.1.99;5.1.3
329,4.1.1;2.7.11;3.7.1;2.5.1
330,2.5.1;5.3.99;5.5.1;3.1.3
331,3.5.1;3.4.19;3.2.2;3.1.1
332,1.11.1;1.14.12;1.8.1;1.16.1
333,4.1.1;1.6.3;1.14.13;6.1.1
334,5.1.3;5.3.1;3.2.1;2.4.1
335,1.6.3;1.14.13;1.14.18;1.10.3
336,4.1.3;4.1.2;2.2.1;2.3.3
337,3.5.1;3.4.19;6.3.5;6.3.4
338,2.5.1;5.3.99;4.4.1;3.1.3
339,3.4.11;3.5.1;3.4.19;3.4.13
340,1.5.1;1.3.1;1.1.1;1.14.13
341,1.7.1;1.8.1;1.1.1;1.16.1
342,1.3.1;1.1.1;1.5.1;1.3.99
343,1.13.11;1.14.99;1.6.3;1.14.13
344,7.6.2;2.4.2;7.5.2;3.6.3
345,1.4.3;1.6.3;1.8.3;1.2.3
346,2.4.2;3.2.2;2.4.1;4.2.2
347,2.5.1;5.5.1;3.1.3;4.2.3
348,1.8.1;1.1.1;1.3.1;1.16.1
349,2.3.1;1.1.1;1.3.1;3.1.1
350,2.1.1;2.5.1;2.3.3;5.3.3
351,2.5.1;4.4.1;1.3.1;4.1.1
352,1.1.1;1.3.1;1.14.13;1.8.1
353,3.1.4;3.6.1;3.1.3;2.4.2
354,4.1.1;4.2.1;4.4.1;3.7.1
355,2.7.1;2.7.6;2.4.2;3.6.1
356,2.7.7;2.4.2;6.2.1;6.1.1
357,4.1.2;4.2.1;4.4.1;5.4.4
358,2.4.1;2.4.2;2.7.1;6.3.2
359,2.5.1;5.3.99;4.4.1;5.5.1
360,5.3.3;5.4.99;5.5.1;5.1.3
361,2.3.1;3.1.1;3.1.2;1.1.1
362,1.7.1;1.17.3;1.6.2;1.6.3
363,1.1.1;1.8.1;1.3.1;2.3.1
364,5.5.1;4.2.3;2.5.1;3.1.3
365,1.7.1;1.7.2;1.7.3;1.7.7
366,5.4.99;5.4.1;3.2.1;5.4.3
367,3.5.2;1.3.3;1.3.5;1.3.99
368,2.4.2;7.6.2;2.3.1;2.7.7
369,1.14.14;4.99.1;5.4.4;1.14.13
370,2.3.1;2.7.8;2.7.1;2.4.1
371,7.6.2;7.5.2;3.6.3;3.A.1
372,3.5.1;3.4.19;4.4.1;2.3.1
373,1.14.13;1.6.3;1.14.18;1.10.3
374,7.5.2;3.6.3;3.A.1;7.6.2
375,1.14.12;1.7.1;1.14.13;1.6.2
376,1.3.1;1.1.1;1.14.13;2.3.1
377,2.4.1;2.4.2;3.6.1;3.1.3
378,1.11.2;1.11.1;-;3.5.1
379,1.1.1;1.3.1;1.8.1;1.16.1
380,1.7.1;1.6.2;1.8.1;1.5.1
381,3.6.1;3.1.3;2.7.1;3.6.5
382,3.1.3;3.1.7;4.2.3;3.6.1
383,2.4.99;3.2.2;6.3.5;4.2.2
384,2.3.1;1.8.4;1.2.4;1.8.1
385,3.5.1;3.4.19;3.2.2;3.1.1
386,1.7.3;1.7.2;1.13.12;1.13.11
387,4.1.1;2.7.11;3.7.1;3.1.3
388,4.2.3;3.1.3;3.6.1;3.1.7
389,2.4.2;2.4.1;3.2.2;3.6.1
390,2.8.3;3.1.2;7.6.2;3.1.1
391,2.1.1;2.5.1;2.7.1;4.4.1
392,1.3.8;1.3.99;2.5.1;1.3.1
393,1.8.1;1.16.1;1.1.1;1.11.1
394,5.1.3;3.2.1;5.4.4;1.14.14
395,1.8.1;1.16.1;1.1.1;1.11.1
396,2.4.1;2.4.2;2.5.1;5.3.99
397,3.6.3;3.A.1;7.2.2;7.5.2
398,3.5.4;2.4.2;3.8.1;3.1.3
399,1.8.1;1.16.1;1.1.1;1.7.1
400,6.3.2;6.3.4;7.6.2;4.1.1
401,1.14.15;1.3.1;1.1.1;1.3.7
402,2.5.1;5.5.1;5.3.3;5.3.99
403,3.6.1;3.1.3;2.4.1;2.7.1
404,2.7.4;2.7.2;2.7.1;7.5.2
405,1.14.14;4.99.1;5.4.4;1.14.13
406,6.2.1;2.3.1;3.1.2;2.8.3
407,1.7.1;1.16.1;1.8.1;1.7.2
408,1.14.13;1.6.3;1.14.14;1.1.1
409,1.14.12;1.6.3;1.14.13;1.8.1
410,3.6.1;3.6.4;3.6.5;3.1.3
411,3.5.1;3.4.19;3.1.1;3.2.2
412,2.4.2;2.7.7;6.3.5;6.2.1
413,4.4.1;4.2.1;2.5.1;4.1.99
414,3.2.1;5.1.3;2.4.1;3.5.1
415,4.2.3;3.1.3;5.5.1;3.1.7
416,1.3.1;1.1.1;1.5.1;1.14.13
417,3.6.3;3.A.1;7.2.2;2.7.3
418,5.3.3;5.5.1;1.1.1;1.3.1
419,1.11.1;1.11.2;-;1.14.12
420,1.16.1;1.8.1;1.1.1;1.3.1
421,4.2.2;1.97.1;1.7.2;1.7.3
422,2.6.1;5.3.1;1.1.99;4.2.1
423,1.14.14;4.99.1;1.13.12;5.4.4
424,3.5.4;1.17.3;1.7.1;1.14.13
425,1.7.7;1.7.3;1.7.2;1.8.2
426,2.3.1;1.1.99;2.8.3;1.1.5
427,3.6.1;3.1.3;2.7.1;3.1.7
428,1.7.7;1.7.3;1.7.2;1.7.1
429,2.8.1;1.17.4;3.13.1;1.8.5
430,3.1.1;2.3.1;3.1.2;3.5.1
431,1.8.1;1.14.12;1.16.1;1.7.1
432,4.2.1;4.4.1;2.3.1;5.4.4
433,4.1.1;2.7.11;2.5.1;3.7.1
434,1.8.1;1.3.1;1.1.1;1.5.1
435,1.1.1;1.3.1;1.14.13;2.3.1
436,2.1.1;2.5.1;2.3.3;4.4.1
437,3.5.1;3.4.17;5.1.1;3.4.11
438,2.1.1;2.5.1;2.3.3;5.3.3
439,3.1.1;3.2.1;3.1.2;2.3.1
440,2.1.1;2.3.3;2.5.1;2.3.1
441,1.1.1;1.3.1;1.8.1;1.16.1
442,2.3.1;3.1.1;3.1.2;4.2.1
443,2.4.1;2.4.2;3.2.1;5.1.3
444,2.4.2;3.2.2;2.4.99;2.4.1
445,2.1.1;2.4.1;2.3.2;2.5.1
446,3.6.1;3.1.3;3.1.4;3.1.7
447,1.17.7;1.97.1;4.2.2;1.7.3
448,2.1.1;2.5.1;2.3.3;4.4.1
449,1.7.2;1.7.7;1.97.1;1.7.1
450,2.4.2;3.6.1;3.1.3;2.4.1
451,2.7.3;2.7.1;3.9.1;2.7.2
452,1.8.1;1.11.1;1.1.1;1.16.1
453,2.4.2;3.6.1;3.1.3;3.1.4
454,1.8.1;1.7.1;1.16.1;1.1.1
455,3.5.1;3.4.19;3.4.11;3.4.13
456,1.14.14;4.99.1;5.4.4;4.4.1
457,5.5.1;5.3.3;2.5.1;2.1.1
458,1.1.98;1.17.1;1.97.1;4.2.2
459,1.8.1;1.16.1;1.1.1;1.3.1
460,1.17.7;1.14.15;1.8.7;4.99.1
461,1.14.14;4.99.1;5.4.4;1.14.13
462,2.4.2;2.7.7;2.4.1;6.3.4
463,2.1.1;6.3.2;2.5.1;2.7.1
464,2.4.1;2.4.2;3.6.1;3.1.3
465,3.5.3;3.5.2;3.5.1;3.2.2
466,2.1.1;2.3.3;2.5.1;5.3.3
467,3.1.1;3.5.1;3.4.21;3.4.22
468,1.16.1;1.1.1;1.8.1;1.3.1
469,1.7.1;1.16.1;1.6.2;1.7.2
470,5.4.4;1.14.14;4.99.1;1.14.13
471,1.14.14;4.99.1;5.4.4;1.14.13
472,1.14.14;4.99.1;1.14.13;1.13.12
473,3.6.1;3.1.3;2.4.2;3.6.5
474,2.4.1;2.4.2;2.3.2;4.2.2
475,1.1.1;1.3.1;1.8.1;1.5.1
476,3.1.1;2.3.1;3.1.2;3.5.1
477,4.1.99;3.5.99;4.5.1;3.7.1
478,2.5.1;2.1.1;4.1.1;1.3.7
479,1.8.1;1.1.1;1.3.1;1.16.1
480,4.1.1;2.7.11;6.4.1;2.7.8
481,1.7.3;1.13.11;1.13.12;1.6.3
482,4.1.1;2.7.2;2.3.1;2.7.11
483,6.2.1;2.7.2;2.7.11;2.3.1
484,1.14.99;1.13.11;1.6.3;4.99.1
485,2.4.2;3.2.2;2.4.1;3.5.4
486,2.1.1;2.3.3;2.5.1;2.3.1
487,1.14.14;4.99.1;5.4.4;1.14.13
488,1.14.99;1.6.3;1.14.13;1.13.11
489,2.6.1;2.3.1;2.7.2;5.3.1
490,3.1.3;3.6.1;3.1.7;3.6.5
491,1.14.12;1.7.1;1.11.1;1.13.11
492,1.8.1;1.3.1;1.1.1;1.16.1
493,2.3.1;3.1.2;3.1.1;2.8.3
494,2.5.1;2.2.1;4.1.1;4.2.99
495,1.8.5;1.7.2;1.1.2;1.8.3
496,3.1.3;3.6.1;2.7.1;3.1.7
497,1.14.14;5.4.4;4.99.1;1.14.13
498,1.14.14;4.99.1;5.4.4;1.14.13
499,2.1.1;2.5.1;2.3.3;4.4.1
500,4.2.1;4.4.1;5.4.4;1.14.14
